cliente_id,sector_industrial,antiguedad_meses,licencias_contratadas,tipo_soporte,metodo_pago,churn
CLI-1832,Educación / EdTech,12,12,Básico,Tarjeta de Crédito,0
CLI-1833,Educación / EdTech,11,16,Básico,Tarjeta de Crédito,0
CLI-1834,Educación / EdTech,45,13,Básico,Tarjeta de Crédito,0
CLI-1835,Logística y Distribución,16,8,Básico,Transferencia Bancaria (ACH),0
CLI-1836,Retail y Comercio,4,15,Básico,PayPal Business,1
CLI-1837,Manufactura Avanzada,11,31,Básico,Tarjeta de Crédito,0
CLI-1838,Educación / EdTech,10,19,Premium,PayPal Business,0
CLI-1839,Logística y Distribución,20,18,Básico,PayPal Business,0
CLI-1840,Entretenimiento & Medios,48,5,Premium,PayPal Business,0
CLI-1841,Retail y Comercio,7,9,Premium,Transferencia Bancaria (ACH),0
CLI-1842,Retail y Comercio,5,16,Básico,Tarjeta de Crédito,0
CLI-1843,Fintech & Banca,6,51,Premium,Transferencia Bancaria (ACH),0
CLI-1844,Manufactura Avanzada,16,48,Premium,Tarjeta de Crédito,0
CLI-1845,Salud & Pharma,4,7,Premium,PayPal Business,1
CLI-1846,Logística y Distribución,9,10,Premium,PayPal Business,0
CLI-1847,Logística y Distribución,19,10,Básico,PayPal Business,0
CLI-1848,Manufactura Avanzada,10,31,Básico,PayPal Business,0
CLI-1849,Salud & Pharma,3,7,Básico,Transferencia Bancaria (ACH),0
CLI-1850,Entretenimiento & Medios,18,7,Premium,Tarjeta de Crédito,0
CLI-1851,Entretenimiento & Medios,5,17,Básico,Transferencia Bancaria (ACH),0
CLI-1852,Manufactura Avanzada,3,33,Básico,Tarjeta de Crédito,0
CLI-1853,Retail y Comercio,8,22,Premium,Tarjeta de Crédito,0
CLI-1854,Entretenimiento & Medios,10,11,Premium,Tarjeta de Crédito,0
CLI-1855,Fintech & Banca,10,38,Premium,Transferencia Bancaria (ACH),0
CLI-1856,Retail y Comercio,36,24,Básico,PayPal Business,0
CLI-1857,Educación / EdTech,41,17,Básico,Transferencia Bancaria (ACH),0
CLI-1858,Logística y Distribución,25,18,Premium,Transferencia Bancaria (ACH),0
CLI-1859,Entretenimiento & Medios,7,15,Básico,Transferencia Bancaria (ACH),1
CLI-1860,Fintech & Banca,17,25,Básico,Transferencia Bancaria (ACH),0
CLI-1861,Fintech & Banca,48,40,Premium,PayPal Business,0
CLI-1862,Educación / EdTech,18,13,Premium,PayPal Business,0
CLI-1863,Fintech & Banca,3,15,Básico,Transferencia Bancaria (ACH),0
CLI-1864,Fintech & Banca,4,65,Premium,PayPal Business,1
CLI-1865,Retail y Comercio,12,14,Básico,Tarjeta de Crédito,0
CLI-1866,Entretenimiento & Medios,17,24,Básico,Tarjeta de Crédito,0
CLI-1867,Retail y Comercio,31,8,Premium,Tarjeta de Crédito,0
CLI-1868,Logística y Distribución,13,17,Básico,Tarjeta de Crédito,0
CLI-1869,Educación / EdTech,16,19,Premium,Transferencia Bancaria (ACH),0
CLI-1870,Entretenimiento & Medios,48,11,Básico,PayPal Business,0
CLI-1871,Entretenimiento & Medios,11,11,Básico,Transferencia Bancaria (ACH),0
CLI-1872,Retail y Comercio,14,17,Básico,Transferencia Bancaria (ACH),0
CLI-1873,Manufactura Avanzada,10,47,Básico,Transferencia Bancaria (ACH),0
CLI-1874,Entretenimiento & Medios,20,12,Básico,PayPal Business,0
CLI-1875,Fintech & Banca,16,54,Básico,PayPal Business,1
CLI-1876,Manufactura Avanzada,17,32,Básico,Transferencia Bancaria (ACH),0
CLI-1877,Manufactura Avanzada,20,43,Básico,Tarjeta de Crédito,0
CLI-1878,Salud & Pharma,10,21,Básico,PayPal Business,0
CLI-1879,Salud & Pharma,19,12,Básico,Tarjeta de Crédito,0
CLI-1880,Salud & Pharma,26,16,Premium,Transferencia Bancaria (ACH),0
CLI-1881,Logística y Distribución,13,15,Básico,PayPal Business,0
CLI-1882,Manufactura Avanzada,29,47,Básico,Tarjeta de Crédito,0
CLI-1883,Manufactura Avanzada,11,54,Premium,Transferencia Bancaria (ACH),0
CLI-1884,Retail y Comercio,10,14,Básico,Tarjeta de Crédito,0
CLI-1885,Manufactura Avanzada,12,21,Premium,Transferencia Bancaria (ACH),0
CLI-1886,Salud & Pharma,12,17,Básico,Transferencia Bancaria (ACH),0
CLI-1887,Educación / EdTech,4,9,Básico,Transferencia Bancaria (ACH),1
CLI-1888,Salud & Pharma,8,11,Básico,Transferencia Bancaria (ACH),0
CLI-1889,Manufactura Avanzada,8,65,Básico,Tarjeta de Crédito,0
CLI-1890,Educación / EdTech,11,26,Premium,Tarjeta de Crédito,0
CLI-1891,Educación / EdTech,9,9,Básico,Transferencia Bancaria (ACH),0
CLI-1892,Manufactura Avanzada,22,30,Básico,Transferencia Bancaria (ACH),0
CLI-1893,Fintech & Banca,20,39,Premium,Tarjeta de Crédito,0
CLI-1894,Educación / EdTech,8,12,Básico,Tarjeta de Crédito,0
CLI-1895,Logística y Distribución,6,12,Premium,Tarjeta de Crédito,0
CLI-1896,Fintech & Banca,9,44,Premium,PayPal Business,0
CLI-1897,Educación / EdTech,8,14,Básico,Transferencia Bancaria (ACH),0
CLI-1898,Retail y Comercio,6,7,Premium,Transferencia Bancaria (ACH),0
CLI-1899,Manufactura Avanzada,48,48,Básico,Tarjeta de Crédito,0
CLI-1900,Educación / EdTech,7,13,Premium,Tarjeta de Crédito,0
CLI-1901,Entretenimiento & Medios,18,12,Básico,Transferencia Bancaria (ACH),0
CLI-1902,Educación / EdTech,3,15,Premium,Tarjeta de Crédito,0
CLI-1903,Retail y Comercio,25,15,Básico,Transferencia Bancaria (ACH),0
CLI-1904,Manufactura Avanzada,5,57,Básico,PayPal Business,0
CLI-1905,Retail y Comercio,9,16,Básico,Transferencia Bancaria (ACH),1
CLI-1906,Logística y Distribución,3,24,Básico,Transferencia Bancaria (ACH),0
CLI-1907,Manufactura Avanzada,10,42,Premium,Tarjeta de Crédito,0
CLI-1908,Educación / EdTech,11,18,Básico,PayPal Business,0
CLI-1909,Entretenimiento & Medios,4,16,Básico,Transferencia Bancaria (ACH),1
CLI-1910,Educación / EdTech,13,17,Básico,PayPal Business,0
CLI-1911,Educación / EdTech,16,15,Básico,Transferencia Bancaria (ACH),0
CLI-1912,Salud & Pharma,3,18,Básico,PayPal Business,1
CLI-1913,Educación / EdTech,5,10,Premium,Tarjeta de Crédito,0
CLI-1914,Educación / EdTech,5,17,Básico,Transferencia Bancaria (ACH),1
CLI-1915,Manufactura Avanzada,7,23,Básico,PayPal Business,0
CLI-1916,Logística y Distribución,10,10,Premium,Tarjeta de Crédito,0
CLI-1917,Fintech & Banca,3,33,Premium,Transferencia Bancaria (ACH),0
CLI-1918,Retail y Comercio,13,15,Básico,PayPal Business,0
CLI-1919,Educación / EdTech,14,12,Básico,Transferencia Bancaria (ACH),0
CLI-1920,Salud & Pharma,15,12,Básico,Transferencia Bancaria (ACH),0
CLI-1921,Manufactura Avanzada,4,47,Básico,Transferencia Bancaria (ACH),1
CLI-1922,Fintech & Banca,5,47,Básico,Tarjeta de Crédito,1
CLI-1923,Fintech & Banca,19,54,Premium,PayPal Business,0
CLI-1924,Educación / EdTech,19,18,Básico,PayPal Business,0
CLI-1925,Fintech & Banca,6,34,Básico,Tarjeta de Crédito,0
CLI-1926,Logística y Distribución,20,17,Básico,Tarjeta de Crédito,0
CLI-1927,Salud & Pharma,38,10,Premium,PayPal Business,0
CLI-1928,Entretenimiento & Medios,7,16,Básico,Transferencia Bancaria (ACH),0
CLI-1929,Logística y Distribución,10,14,Básico,Tarjeta de Crédito,0
CLI-1930,Fintech & Banca,10,32,Básico,Tarjeta de Crédito,0
CLI-1931,Salud & Pharma,23,12,Básico,Transferencia Bancaria (ACH),0
CLI-1932,Educación / EdTech,9,17,Básico,Transferencia Bancaria (ACH),0
CLI-1933,Fintech & Banca,25,29,Básico,Tarjeta de Crédito,0
CLI-1934,Fintech & Banca,4,47,Básico,Tarjeta de Crédito,1
CLI-1935,Retail y Comercio,4,22,Premium,Transferencia Bancaria (ACH),0
CLI-1936,Salud & Pharma,14,5,Básico,PayPal Business,0
CLI-1937,Manufactura Avanzada,9,45,Premium,Transferencia Bancaria (ACH),0
CLI-1938,Educación / EdTech,31,21,Premium,PayPal Business,0
CLI-1939,Manufactura Avanzada,38,41,Premium,Transferencia Bancaria (ACH),0
CLI-1940,Educación / EdTech,22,9,Básico,PayPal Business,0
CLI-1941,Educación / EdTech,5,18,Básico,PayPal Business,0
CLI-1942,Retail y Comercio,11,20,Básico,Transferencia Bancaria (ACH),0
CLI-1943,Entretenimiento & Medios,8,14,Básico,Tarjeta de Crédito,0
CLI-1944,Retail y Comercio,16,13,Premium,Transferencia Bancaria (ACH),0
CLI-1945,Retail y Comercio,28,12,Premium,Tarjeta de Crédito,1
CLI-1946,Entretenimiento & Medios,5,13,Premium,Tarjeta de Crédito,0
CLI-1947,Salud & Pharma,28,17,Básico,PayPal Business,1
CLI-1948,Salud & Pharma,8,15,Básico,Transferencia Bancaria (ACH),0
CLI-1949,Entretenimiento & Medios,9,28,Premium,Transferencia Bancaria (ACH),0
CLI-1950,Manufactura Avanzada,7,54,Básico,Tarjeta de Crédito,0
CLI-1951,Manufactura Avanzada,28,45,Básico,Transferencia Bancaria (ACH),1
CLI-1952,Manufactura Avanzada,23,34,Premium,Transferencia Bancaria (ACH),0
CLI-1953,Fintech & Banca,6,52,Básico,PayPal Business,0
CLI-1954,Salud & Pharma,48,16,Básico,Transferencia Bancaria (ACH),0
CLI-1955,Logística y Distribución,5,18,Básico,Transferencia Bancaria (ACH),0
CLI-1956,Manufactura Avanzada,31,38,Premium,PayPal Business,0
CLI-1957,Educación / EdTech,9,16,Básico,Transferencia Bancaria (ACH),0
CLI-1958,Educación / EdTech,24,12,Básico,PayPal Business,0
CLI-1959,Salud & Pharma,12,11,Básico,Tarjeta de Crédito,0
CLI-1960,Fintech & Banca,9,55,Básico,Tarjeta de Crédito,0
CLI-1961,Educación / EdTech,13,11,Básico,Transferencia Bancaria (ACH),0
CLI-1962,Retail y Comercio,18,21,Básico,PayPal Business,0
CLI-1963,Fintech & Banca,7,41,Básico,Transferencia Bancaria (ACH),1
CLI-1964,Logística y Distribución,17,16,Básico,PayPal Business,1
CLI-1965,Logística y Distribución,16,33,Básico,Transferencia Bancaria (ACH),0
CLI-1966,Educación / EdTech,4,18,Básico,Transferencia Bancaria (ACH),0
CLI-1967,Fintech & Banca,45,29,Básico,Tarjeta de Crédito,1
CLI-1968,Salud & Pharma,3,5,Premium,Tarjeta de Crédito,1
CLI-1969,Retail y Comercio,13,5,Premium,Transferencia Bancaria (ACH),0
CLI-1970,Salud & Pharma,5,15,Básico,PayPal Business,0
CLI-1971,Retail y Comercio,11,9,Básico,Tarjeta de Crédito,0
CLI-1972,Fintech & Banca,17,30,Premium,Tarjeta de Crédito,0
CLI-1973,Salud & Pharma,10,13,Premium,Tarjeta de Crédito,0
CLI-1974,Fintech & Banca,15,36,Premium,Tarjeta de Crédito,0
CLI-1975,Retail y Comercio,3,11,Básico,Transferencia Bancaria (ACH),0
CLI-1976,Logística y Distribución,38,15,Premium,PayPal Business,0
CLI-1977,Entretenimiento & Medios,13,19,Premium,Transferencia Bancaria (ACH),0
CLI-1978,Logística y Distribución,3,14,Básico,Tarjeta de Crédito,0
CLI-1979,Entretenimiento & Medios,6,5,Básico,Tarjeta de Crédito,0
CLI-1980,Fintech & Banca,9,19,Básico,Transferencia Bancaria (ACH),0
CLI-1981,Retail y Comercio,12,17,Básico,Transferencia Bancaria (ACH),1
CLI-1982,Educación / EdTech,41,20,Premium,Tarjeta de Crédito,0
CLI-1983,Manufactura Avanzada,6,42,Básico,PayPal Business,1
CLI-1984,Salud & Pharma,3,20,Básico,PayPal Business,1
CLI-1985,Retail y Comercio,11,20,Premium,Tarjeta de Crédito,0
CLI-1986,Fintech & Banca,7,64,Básico,Tarjeta de Crédito,0
CLI-1987,Salud & Pharma,4,24,Premium,Transferencia Bancaria (ACH),1
CLI-1988,Entretenimiento & Medios,48,11,Básico,Transferencia Bancaria (ACH),0
CLI-1989,Salud & Pharma,12,11,Premium,Tarjeta de Crédito,1
CLI-1990,Logística y Distribución,19,5,Premium,PayPal Business,0
CLI-1991,Salud & Pharma,6,13,Básico,PayPal Business,0
CLI-1992,Retail y Comercio,13,19,Premium,Tarjeta de Crédito,0
CLI-1993,Salud & Pharma,3,20,Básico,Tarjeta de Crédito,0
CLI-1994,Retail y Comercio,6,12,Básico,PayPal Business,1
CLI-1995,Retail y Comercio,9,15,Básico,PayPal Business,1
CLI-1996,Manufactura Avanzada,48,42,Básico,Tarjeta de Crédito,1
CLI-1997,Fintech & Banca,3,34,Básico,Transferencia Bancaria (ACH),0
CLI-1998,Entretenimiento & Medios,44,5,Premium,PayPal Business,0
CLI-1999,Entretenimiento & Medios,7,24,Premium,Transferencia Bancaria (ACH),0
